id,name,age,salary,department,joining_date
436,Pallavi,abc,500000.0,Marketing,not_a_date
618,Amit,39,,R&D,2016-04-28 00:00:00
678,Raj,abc,500000.0,HR,2016-07-06 00:00:00
480,Isha,56,,Operations,not_a_date
521,Rahul,abc,,IT,not_a_date
595,John,abc,,Operations,not_a_date
962,Meera,abc,,Legal,2016-11-16 00:00:00
443,Kiran,,500000.0,Sales,not_a_date
32,Raj,43,37185.0,Support,not_a_date
202,Amit,28,,Finance,2021-02-17 00:00:00
742,Nisha,abc,500000.0,Support,not_a_date
310,Varun,,500000.0,HR,2017-06-18 00:00:00
213,Kunal,31,500000.0,HR,2024-01-18 00:00:00
22,Kunal,abc,,Support,2020-05-09 00:00:00
965,Lakshmi,,500000.0,Finance,not_a_date
870,Nisha,abc,98800.0,R&D,not_a_date
551,Simran,,500000.0,Management,not_a_date
47,Kunal,20,500000.0,Management,not_a_date
379,Naveen,abc,,R&D,2022-03-20 00:00:00
990,Sameer,abc,142235.0,Marketing,not_a_date
382,Varun,48,33007.0,IT,2017-05-22 00:00:00
185,Neha,abc,,Management,2021-04-24 00:00:00
206,Divya,abc,32357.0,Marketing,2015-02-06 00:00:00
411,Suresh,55,,Support,not_a_date
719,Rohan,abc,500000.0,,2021-05-23 00:00:00
537,Nisha,abc,,Legal,2023-01-09 00:00:00
542,Arjun,abc,112312.0,Sales,not_a_date
306,Deepak,,,HR,2015-02-12 00:00:00
343,Divya,abc,104905.0,Support,not_a_date
169,Neha,abc,500000.0,IT,not_a_date
420,Lakshmi,,,Support,2023-01-14 00:00:00
511,Anita,43,500000.0,Sales,2016-02-10 00:00:00
38,Isha,,38986.0,HR,not_a_date
342,John,37,,Management,not_a_date
384,Varun,,,R&D,2016-12-25 00:00:00
515,Harsh,,500000.0,Sales,2015-12-31 00:00:00
212,Ankit,abc,72280.0,Legal,2019-06-24 00:00:00
317,Divya,20,500000.0,Management,2016-06-07 00:00:00
85,Mohit,,500000.0,,not_a_date
881,Rahul,53,500000.0,IT,2023-02-12 00:00:00
732,Meera,abc,500000.0,Sales,2022-01-02 00:00:00
953,Mohit,32,500000.0,Operations,2021-01-16 00:00:00
782,Priya,,,Operations,not_a_date
509,Suresh,abc,500000.0,,not_a_date
599,Meera,,,Legal,2022-03-03 00:00:00
254,Rohan,abc,,HR,not_a_date
581,Suresh,abc,500000.0,Management,2016-08-02 00:00:00
279,Aditya,,,R&D,not_a_date
783,Raj,abc,500000.0,Finance,not_a_date
181,Priya,abc,65158.0,Management,not_a_date
839,Varun,,,Support,not_a_date
433,Vikram,45,500000.0,Marketing,2016-07-28 00:00:00
290,Harsh,36,78871.0,Finance,2022-09-15 00:00:00
4,Raj,abc,62194.0,IT,not_a_date
669,Divya,,,Marketing,2020-05-03 00:00:00
911,Neha,29,500000.0,,2020-03-26 00:00:00
164,Harsh,31,500000.0,Sales,not_a_date
189,Sameer,,29000.0,R&D,2017-08-14 00:00:00
40,Manoj,58,,Sales,2020-09-19 00:00:00
283,Varun,20,62744.0,Legal,not_a_date
280,Rakesh,,,Marketing,not_a_date
367,Lakshmi,abc,,Finance,not_a_date
697,Simran,31,97541.0,IT,2019-10-15 00:00:00
271,Deepak,,111704.0,Management,2019-01-24 00:00:00
475,Suresh,38,,Marketing,not_a_date
505,Isha,abc,44250.0,R&D,not_a_date
494,Suresh,abc,117201.0,Legal,not_a_date
773,Suresh,51,500000.0,Management,2021-05-27 00:00:00
615,Neha,51,38281.0,Marketing,2018-12-06 00:00:00
112,Nisha,54,,R&D,2017-08-14 00:00:00
147,Lakshmi,,500000.0,Legal,not_a_date
368,Mohit,55,130292.0,Marketing,2020-07-19 00:00:00
993,Lakshmi,,500000.0,R&D,2024-07-21 00:00:00
221,Kavya,58,500000.0,Marketing,not_a_date
635,Tanya,abc,500000.0,Operations,2023-06-21 00:00:00
399,Arjun,abc,,Finance,not_a_date
84,Suresh,43,500000.0,Legal,2023-01-10 00:00:00
132,Rahul,abc,126279.0,R&D,2020-06-29 00:00:00
462,Manoj,,135904.0,Marketing,2022-09-07 00:00:00
405,Deepak,abc,80180.0,R&D,2023-11-05 00:00:00
552,Raj,abc,,,2017-01-28 00:00:00
689,Ankit,,500000.0,Sales,not_a_date
746,Anita,27,500000.0,Operations,2018-09-26 00:00:00
991,Simran,,,Marketing,2022-04-03 00:00:00
818,Varun,abc,,Sales,2016-03-16 00:00:00
109,Riya,,27200.0,Operations,not_a_date
403,Tanya,abc,84201.0,Marketing,not_a_date
282,Sameer,,500000.0,Finance,not_a_date
588,Aditya,abc,50559.0,Legal,2023-10-01 00:00:00
99,Manoj,,56616.0,Sales,2018-08-20 00:00:00
256,Neha,abc,500000.0,Management,2022-07-08 00:00:00
691,Kunal,51,500000.0,Support,not_a_date
751,Manoj,45,,Management,2024-07-17 00:00:00
831,Deepak,abc,,Support,2022-01-08 00:00:00
401,Pooja,56,57154.0,Sales,2017-08-08 00:00:00
193,Naveen,50,500000.0,Marketing,not_a_date
105,Mohit,52,500000.0,R&D,not_a_date
41,Rakesh,,47662.0,Operations,not_a_date
315,Neha,37,136195.0,Sales,2016-11-12 00:00:00
266,Suresh,,48793.0,Support,not_a_date
628,Kavya,,,Marketing,not_a_date
912,Sameer,,,Management,not_a_date
727,Rohan,,,Legal,not_a_date
58,Naveen,,80820.0,Support,not_a_date
114,Kiran,,500000.0,R&D,not_a_date
324,Varun,,500000.0,Operations,not_a_date
82,Ankit,abc,,Sales,2015-05-03 00:00:00
91,Kavya,abc,500000.0,Marketing,2015-05-27 00:00:00
116,Mohit,,,HR,not_a_date
730,Nisha,,500000.0,Marketing,not_a_date
915,Naveen,abc,78420.0,HR,not_a_date
685,Meera,abc,500000.0,Support,2023-04-14 00:00:00
359,Sneha,abc,,Sales,not_a_date
625,Divya,54,,HR,not_a_date
611,Lakshmi,36,500000.0,Sales,not_a_date
708,Anita,,500000.0,Management,not_a_date
629,Anita,,500000.0,Sales,not_a_date
404,Deepak,,,IT,not_a_date
327,Neha,,,Sales,not_a_date
605,Sneha,abc,500000.0,Finance,not_a_date
731,Kunal,abc,,Operations,2021-07-09 00:00:00
129,Amit,,500000.0,HR,not_a_date
499,Aditya,abc,500000.0,,2015-06-17 00:00:00
546,Arjun,,,Sales,2015-02-08 00:00:00
667,Naveen,29,500000.0,Marketing,2020-05-05 00:00:00
716,Deepak,,500000.0,Legal,not_a_date
796,Harsh,,,,2020-11-07 00:00:00
265,Tanya,,90545.0,Operations,not_a_date
10,Rakesh,abc,500000.0,,2017-01-17 00:00:00
964,Tanya,abc,500000.0,HR,not_a_date
653,Rahul,abc,59531.0,,not_a_date
451,Anita,abc,500000.0,Support,2023-10-21 00:00:00
349,Raj,abc,141148.0,Sales,not_a_date
155,Isha,abc,500000.0,IT,2018-05-04 00:00:00
694,Kavya,abc,500000.0,HR,2019-10-04 00:00:00
603,Mohit,26,500000.0,R&D,not_a_date
806,Manoj,,500000.0,Legal,2016-12-20 00:00:00
567,Ankit,abc,149988.0,Legal,not_a_date
322,Pallavi,,135698.0,R&D,not_a_date
170,Amit,22,500000.0,Support,not_a_date
909,Deepak,21,500000.0,Support,not_a_date
255,Pallavi,27,34337.0,Operations,not_a_date
899,Kavya,abc,500000.0,Sales,2019-12-01 00:00:00
512,Riya,24,114399.0,Operations,not_a_date
613,Sameer,,500000.0,,2021-09-27 00:00:00
548,Kunal,,,Management,not_a_date
74,Meera,abc,500000.0,Finance,not_a_date
883,Rakesh,,71659.0,R&D,not_a_date
137,Mohit,abc,,Legal,2023-03-29 00:00:00
933,Harsh,20,47614.0,Sales,not_a_date
86,Varun,30,500000.0,Marketing,not_a_date
758,Priya,,500000.0,HR,2016-12-04 00:00:00
600,Manoj,32,58130.0,Operations,not_a_date
786,Neha,abc,500000.0,Support,not_a_date
187,Lakshmi,46,,Support,2019-08-15 00:00:00
593,Varun,,,Finance,2023-07-09 00:00:00
39,Manoj,52,,Legal,not_a_date
427,Kavya,abc,500000.0,Legal,not_a_date
568,Priya,abc,25806.0,Sales,not_a_date
495,Anita,abc,500000.0,Operations,2023-06-16 00:00:00
352,Tanya,,38918.0,Support,2022-11-10 00:00:00
478,Pooja,abc,119914.0,Support,not_a_date
8,Anita,abc,,Management,2021-08-30 00:00:00
817,Ankit,abc,500000.0,Finance,not_a_date
141,Kunal,,,Support,2019-09-02 00:00:00
757,Raj,abc,,Operations,not_a_date
247,Rahul,40,86642.0,,2022-09-12 00:00:00
450,Neha,49,,Sales,2024-03-30 00:00:00
245,Raj,51,,Finance,2020-01-27 00:00:00
619,Rahul,abc,500000.0,Marketing,2017-11-06 00:00:00
273,Varun,54,500000.0,Finance,not_a_date
354,Mohit,50,,Management,not_a_date
125,Mohit,abc,,Operations,not_a_date
821,Divya,abc,500000.0,R&D,2021-11-11 00:00:00
788,Harsh,30,500000.0,R&D,2015-11-20 00:00:00
260,Deepak,39,,Operations,not_a_date
771,Manoj,abc,500000.0,,not_a_date
154,Tanya,56,138632.0,Support,2021-04-30 00:00:00
311,Neha,59,500000.0,IT,not_a_date
19,Harsh,,149243.0,Finance,2020-11-09 00:00:00
956,Sneha,abc,41905.0,IT,2017-02-21 00:00:00
601,Kunal,abc,,Management,2018-04-08 00:00:00
357,Neha,47,500000.0,Management,2015-01-04 00:00:00
139,Tanya,abc,91320.0,,not_a_date
332,Riya,,,IT,2021-08-07 00:00:00
767,Deepak,30,500000.0,,2018-09-29 00:00:00
820,Harsh,54,,R&D,2019-04-27 00:00:00
888,Riya,abc,,Finance,not_a_date
696,Pooja,abc,123656.0,,2017-06-21 00:00:00
560,Kunal,,57733.0,Operations,2020-08-12 00:00:00
943,Anita,51,101295.0,IT,not_a_date
580,Rakesh,,32906.0,Marketing,2017-02-19 00:00:00
272,Priya,abc,,Management,not_a_date
681,Deepak,26,123762.0,,not_a_date
582,Sameer,,500000.0,Legal,not_a_date
819,Divya,abc,,Sales,2018-09-05 00:00:00
668,Priya,,74153.0,R&D,not_a_date
200,John,55,500000.0,Management,2024-03-02 00:00:00
50,Sameer,33,,IT,not_a_date
333,Harsh,37,130977.0,Support,not_a_date
828,Sameer,,,HR,2018-10-08 00:00:00
721,Deepak,33,,Finance,2020-06-16 00:00:00
161,Aditya,,500000.0,Support,not_a_date
620,Meera,abc,,Operations,not_a_date
942,Arjun,abc,500000.0,Marketing,not_a_date
493,Nisha,abc,,IT,2020-12-15 00:00:00
428,John,,500000.0,Marketing,2023-04-19 00:00:00
520,Arjun,abc,500000.0,Legal,2015-01-25 00:00:00
93,Kiran,,108879.0,Finance,2019-07-22 00:00:00
518,Varun,,,Management,not_a_date
955,Lakshmi,,,Marketing,2018-06-03 00:00:00
886,Varun,abc,500000.0,HR,not_a_date
223,Tanya,abc,500000.0,HR,not_a_date
302,Aditya,abc,,HR,not_a_date
714,Amit,,,Management,2023-10-22 00:00:00
590,Manoj,abc,,Marketing,not_a_date
980,Nisha,abc,,Operations,not_a_date
446,Divya,,,Finance,not_a_date
598,Nisha,,142071.0,IT,2023-11-14 00:00:00
574,Kiran,45,,Sales,not_a_date
294,Meera,abc,500000.0,Management,2017-02-02 00:00:00
390,Aditya,57,,,not_a_date
453,Nisha,,500000.0,R&D,not_a_date
464,Kunal,,,HR,not_a_date
277,John,57,,HR,2018-12-31 00:00:00
122,Neha,abc,73404.0,Sales,2017-03-08 00:00:00
573,Rakesh,abc,500000.0,Legal,2015-08-14 00:00:00
880,Riya,25,,Finance,2019-08-04 00:00:00
15,Aditya,,105038.0,R&D,not_a_date
738,Kunal,,500000.0,Legal,not_a_date
422,Amit,,500000.0,R&D,2024-06-11 00:00:00
673,Sneha,abc,500000.0,Operations,not_a_date
566,Kiran,,500000.0,Support,2023-10-17 00:00:00
248,John,,500000.0,Marketing,not_a_date
970,Kiran,,500000.0,IT,not_a_date
361,Deepak,,500000.0,HR,not_a_date
596,Kiran,53,500000.0,Sales,2020-06-19 00:00:00
5,Riya,43,69131.0,Legal,not_a_date
753,Raj,59,500000.0,,not_a_date
242,Amit,32,,Finance,not_a_date
686,John,31,,Support,not_a_date
847,Kiran,,,Legal,2022-04-28 00:00:00
159,Pooja,32,500000.0,R&D,2016-09-27 00:00:00
559,Priya,,144123.0,Legal,not_a_date
569,Rakesh,,,R&D,not_a_date
700,Neha,,50963.0,Management,2024-06-15 00:00:00
947,Meera,44,60144.0,Sales,2023-03-29 00:00:00
216,Naveen,abc,,Operations,not_a_date
926,Isha,48,500000.0,Legal,2023-06-09 00:00:00
564,Kavya,abc,115093.0,Finance,not_a_date
897,Pallavi,,,IT,2015-07-09 00:00:00
938,Rakesh,40,119439.0,HR,2020-05-04 00:00:00
491,Nisha,45,500000.0,Support,not_a_date
843,Arjun,abc,,Legal,not_a_date
68,Raj,,83053.0,R&D,not_a_date
360,Manoj,21,500000.0,Support,not_a_date
854,Rohan,31,,Management,not_a_date
890,Suresh,38,96966.0,Legal,2023-05-17 00:00:00
461,Tanya,,,R&D,not_a_date
267,Ankit,,,Sales,2019-12-30 00:00:00
339,Sameer,abc,,HR,2023-12-28 00:00:00
301,Harsh,,141868.0,Marketing,not_a_date
507,Sameer,48,500000.0,,2018-08-12 00:00:00
394,Amit,59,,Finance,2023-07-08 00:00:00
25,Manoj,abc,500000.0,IT,2019-02-09 00:00:00
26,Rohan,,,Marketing,not_a_date
441,Meera,,,IT,2021-01-12 00:00:00
362,Vikram,24,31469.0,,not_a_date
199,Varun,abc,500000.0,IT,2024-06-09 00:00:00
492,Neha,abc,500000.0,Management,not_a_date
90,Meera,abc,97082.0,IT,not_a_date
571,Vikram,abc,,Legal,2017-02-10 00:00:00
529,Rahul,abc,,Operations,not_a_date
233,Sneha,44,,Finance,not_a_date
278,Neha,,500000.0,IT,2022-06-17 00:00:00
950,John,abc,,HR,2015-04-29 00:00:00
800,Varun,55,144891.0,Finance,2019-01-15 00:00:00
143,Naveen,44,35647.0,IT,2016-06-08 00:00:00
859,Kunal,abc,500000.0,Sales,not_a_date
434,Anita,44,500000.0,HR,2020-10-23 00:00:00
608,Arjun,abc,116659.0,Finance,not_a_date
824,Meera,,500000.0,Finance,2021-05-24 00:00:00
645,Tanya,46,124911.0,Legal,not_a_date
631,Naveen,abc,,Support,2021-09-10 00:00:00
393,Neha,21,43381.0,Operations,not_a_date
895,Naveen,,62846.0,,not_a_date
602,Nisha,,500000.0,Marketing,not_a_date
516,Vikram,,,Operations,2015-06-03 00:00:00
218,Harsh,54,127795.0,Sales,2023-06-24 00:00:00
471,Manoj,50,,Finance,2017-08-01 00:00:00
124,Divya,52,119660.0,R&D,2023-05-26 00:00:00
79,Mohit,,500000.0,Sales,2019-09-04 00:00:00
205,Sameer,abc,59911.0,Marketing,2019-08-15 00:00:00
412,Pallavi,,125420.0,IT,2019-08-11 00:00:00
226,Suresh,26,46677.0,Support,not_a_date
610,Nisha,,,IT,not_a_date
157,Pallavi,abc,94678.0,Finance,2022-12-24 00:00:00
489,Naveen,,500000.0,Legal,not_a_date
195,Amit,45,500000.0,Support,not_a_date
616,Isha,,500000.0,Operations,2020-09-15 00:00:00
644,Isha,34,,Legal,2021-03-05 00:00:00
59,Kunal,abc,500000.0,Finance,2024-01-28 00:00:00
214,John,38,,HR,not_a_date
45,Pallavi,,500000.0,Support,not_a_date
456,Kunal,,,HR,2024-02-18 00:00:00
504,Kavya,abc,,,not_a_date
729,Mohit,,,Sales,2019-10-09 00:00:00
225,Sameer,abc,102052.0,Marketing,2024-01-15 00:00:00
959,Simran,,500000.0,Legal,2023-04-21 00:00:00
331,Kavya,,,IT,2019-07-05 00:00:00
160,Manoj,,,Sales,not_a_date
457,Anita,,500000.0,Marketing,2017-03-10 00:00:00
307,Nisha,30,500000.0,Marketing,2020-11-28 00:00:00
623,Meera,,,Management,2024-02-24 00:00:00
228,Varun,abc,,IT,not_a_date
647,Naveen,,500000.0,IT,not_a_date
484,Kunal,abc,,IT,2020-10-07 00:00:00
373,Varun,,500000.0,,2019-06-25 00:00:00
555,Tanya,,500000.0,Marketing,2015-01-29 00:00:00
720,Sameer,,,Management,2016-09-21 00:00:00
987,Nisha,,59196.0,Operations,2021-06-07 00:00:00
12,Sneha,,,,2017-09-02 00:00:00
638,Lakshmi,,53602.0,HR,not_a_date
825,Harsh,58,,Legal,not_a_date
756,Anita,,72055.0,Support,not_a_date
519,Rahul,abc,,Marketing,not_a_date
55,Pallavi,,,Marketing,not_a_date
33,Manoj,abc,500000.0,Management,2015-03-06 00:00:00
665,Manoj,,139126.0,Finance,not_a_date
501,Vikram,,,,2019-09-05 00:00:00
736,Arjun,,54856.0,Marketing,not_a_date
391,Riya,abc,,Marketing,not_a_date
134,Rohan,37,,Management,not_a_date
421,John,abc,500000.0,,2015-05-07 00:00:00
674,Nisha,abc,500000.0,Legal,not_a_date
745,Lakshmi,35,,Marketing,2022-08-25 00:00:00
734,Suresh,abc,105896.0,Support,not_a_date
175,Raj,24,500000.0,Management,2023-02-07 00:00:00
699,Pallavi,abc,,Management,2022-10-23 00:00:00
682,Kavya,,,Marketing,2024-06-23 00:00:00
693,Isha,abc,500000.0,Finance,2015-11-08 00:00:00
997,Amit,abc,34596.0,Sales,not_a_date
795,Lakshmi,,,R&D,2015-01-02 00:00:00
698,Amit,,84321.0,,2017-08-14 00:00:00
604,Sameer,50,72638.0,Marketing,2016-03-01 00:00:00
104,Manoj,22,500000.0,Support,2021-01-08 00:00:00
465,Deepak,56,97258.0,Management,2023-07-20 00:00:00
687,Simran,abc,104148.0,IT,2018-06-20 00:00:00
784,Deepak,,500000.0,Legal,not_a_date
156,Aditya,25,,Management,2017-09-18 00:00:00
119,Rakesh,41,31893.0,Support,2019-08-21 00:00:00
263,Neha,,81178.0,Operations,2015-09-13 00:00:00
833,Divya,abc,,Finance,not_a_date
230,Simran,,500000.0,IT,2019-02-28 00:00:00
858,Divya,abc,,Sales,not_a_date
188,Varun,abc,500000.0,Marketing,not_a_date
378,Priya,,,Support,not_a_date
740,Vikram,,500000.0,Sales,2024-03-31 00:00:00
409,Riya,,500000.0,IT,2015-05-10 00:00:00
171,Raj,,,Legal,not_a_date
541,Nisha,58,500000.0,HR,not_a_date
411,Suresh,55,,Support,not_a_date
884,Raj,abc,,IT,not_a_date
182,Sameer,abc,500000.0,Marketing,not_a_date
780,Isha,48,26177.0,IT,not_a_date
17,Ankit,,,Support,not_a_date
614,Suresh,,54257.0,Management,2018-06-10 00:00:00
111,Mohit,37,,,2022-11-09 00:00:00
387,Varun,23,41984.0,Operations,2019-11-08 00:00:00
675,Kiran,,500000.0,HR,not_a_date
138,Priya,abc,500000.0,Sales,2018-11-10 00:00:00
398,Simran,abc,84379.0,R&D,not_a_date
868,Suresh,,,HR,2015-05-14 00:00:00
849,Riya,,87711.0,Support,not_a_date
770,Sneha,,125494.0,R&D,2017-07-05 00:00:00
792,Amit,,,Finance,not_a_date
102,Naveen,abc,,Finance,2023-09-06 00:00:00
677,Kunal,,130221.0,HR,2023-08-11 00:00:00
968,Suresh,59,500000.0,Management,2016-10-08 00:00:00
558,Lakshmi,29,500000.0,Operations,2017-07-09 00:00:00
586,Meera,abc,500000.0,IT,2015-02-09 00:00:00
53,Simran,,,HR,not_a_date
815,Nisha,34,,HR,not_a_date
44,Riya,42,,R&D,not_a_date
565,Ankit,,,Support,2022-11-04 00:00:00
650,Mohit,22,40251.0,,2016-06-10 00:00:00
54,Manoj,58,500000.0,Management,not_a_date
118,Aditya,31,500000.0,Operations,not_a_date
49,Aditya,45,123806.0,,2022-09-15 00:00:00
313,Rohan,46,94724.0,Support,2016-11-02 00:00:00
525,Ankit,,500000.0,Operations,2019-03-01 00:00:00
986,Lakshmi,53,135058.0,Sales,2021-11-25 00:00:00
982,Lakshmi,abc,90095.0,Sales,not_a_date
252,Rahul,abc,500000.0,Marketing,not_a_date
578,Kavya,abc,500000.0,Operations,2020-10-10 00:00:00
356,Naveen,25,147177.0,IT,2016-04-12 00:00:00
65,Suresh,52,55080.0,Support,not_a_date
438,Priya,,135616.0,Sales,2020-06-13 00:00:00
969,Neha,abc,,Support,2019-10-26 00:00:00
488,Divya,abc,500000.0,Sales,not_a_date
994,Naveen,39,500000.0,Support,2019-11-14 00:00:00
149,John,42,500000.0,Management,2017-05-03 00:00:00
940,Tanya,34,,Management,2018-11-15 00:00:00
326,Suresh,abc,500000.0,,not_a_date
28,Kunal,55,500000.0,,2017-03-26 00:00:00
3,Tanya,abc,500000.0,Marketing,not_a_date
274,Arjun,40,,IT,not_a_date
804,Priya,,77249.0,Marketing,2016-06-04 00:00:00
263,Neha,,81178.0,Operations,2015-09-13 00:00:00
776,Kavya,,,R&D,not_a_date
728,Harsh,,500000.0,Operations,not_a_date
905,Priya,abc,,Finance,not_a_date
162,Lakshmi,45,,Management,2015-04-27 00:00:00
749,Kavya,abc,149398.0,Legal,not_a_date
173,Sameer,,500000.0,Legal,not_a_date
855,Kunal,abc,143413.0,Finance,2016-04-25 00:00:00
621,Mohit,,34077.0,Sales,2022-07-15 00:00:00
977,Aditya,,33706.0,Operations,2016-12-03 00:00:00
952,Rakesh,,,Marketing,2017-02-08 00:00:00
822,Amit,,134847.0,Legal,2016-11-30 00:00:00
459,Nisha,53,77603.0,Sales,not_a_date
166,Kunal,,,R&D,2024-01-22 00:00:00
329,Raj,43,500000.0,Management,not_a_date
649,Rohan,abc,,Support,not_a_date
528,Ankit,,26750.0,Sales,2019-02-17 00:00:00
898,Suresh,26,,HR,not_a_date
31,Tanya,37,107798.0,Finance,not_a_date
100,Neha,31,45932.0,Support,2023-07-06 00:00:00
397,Neha,34,145430.0,Legal,not_a_date
741,Rakesh,,500000.0,HR,2023-07-08 00:00:00
210,Divya,,,Sales,not_a_date
522,Kunal,abc,111123.0,Legal,not_a_date
455,Lakshmi,49,500000.0,HR,not_a_date
892,Naveen,,,R&D,not_a_date
873,Sameer,37,500000.0,Operations,2019-12-17 00:00:00
236,Neha,abc,,Legal,not_a_date
227,Sneha,59,,Finance,2018-11-17 00:00:00
974,Sneha,abc,73689.0,R&D,not_a_date
768,Isha,,500000.0,Sales,not_a_date
658,Pallavi,27,148153.0,Management,2020-07-06 00:00:00
496,Rohan,abc,122432.0,HR,not_a_date
303,Varun,36,112369.0,Sales,not_a_date
355,Harsh,abc,500000.0,Operations,not_a_date
553,Harsh,,52788.0,Sales,2018-07-21 00:00:00
540,Rahul,abc,500000.0,Sales,not_a_date
871,Varun,40,49226.0,R&D,2022-03-10 00:00:00
304,John,,500000.0,Support,not_a_date
502,Rahul,abc,60737.0,Finance,2023-04-17 00:00:00
683,Pooja,abc,500000.0,Support,not_a_date
913,Mohit,abc,,Management,2020-07-02 00:00:00
810,Aditya,abc,,Marketing,2023-04-29 00:00:00
293,Rakesh,abc,500000.0,Marketing,not_a_date
652,Simran,,500000.0,Management,2018-06-13 00:00:00
723,Sneha,abc,500000.0,R&D,not_a_date
979,Suresh,49,30926.0,Management,2020-11-25 00:00:00
852,Neha,,500000.0,Operations,2017-03-10 00:00:00
533,Riya,,54711.0,Sales,2016-12-11 00:00:00
713,Kunal,44,126459.0,Operations,not_a_date
606,Riya,49,67534.0,,not_a_date
793,Varun,abc,500000.0,Marketing,2019-07-30 00:00:00
431,Aditya,abc,,Legal,2023-10-14 00:00:00
452,Simran,abc,500000.0,Support,not_a_date
785,Vikram,,,HR,not_a_date
523,Harsh,,45581.0,Management,2022-12-23 00:00:00
876,Meera,,500000.0,Marketing,not_a_date
536,Sameer,26,,Finance,2015-12-01 00:00:00
929,Tanya,41,500000.0,Support,not_a_date
101,John,51,,Marketing,not_a_date
13,Deepak,abc,90725.0,Support,2023-03-25 00:00:00
235,Sneha,50,500000.0,Operations,2021-10-28 00:00:00
917,Kiran,,29798.0,Sales,not_a_date
